"address","business_id","categories","city","is_open","latitude","longitude","name","postal_code","review_count","stars","state"
"9710 Rea Rd","LgRiEJPaocDHyRLLOh9iMQ","Burgers, Restaurants, Fast Food, Coffee & Tea, Food","Charlotte",True,"35","-81","McDonald's","28277","47","2","NC"
"14825 Ballantyne Village Way, Ste 160","RYfY3dlHycYvqhDb5jaEBA","Shopping, Tobacco Shops","Charlotte",True,"35","-81","Tinder Box - Ballantyne Village","28277","4","5","NC"
"5336 Prosperity Church Rd","_UfFEBRD9mAlksWbCW4eHA","Specialty Food, Grocery, Flowers & Gifts, Shopping, Florists, Seafood Markets, Drugstores, Food","Charlotte",False,"35","-81","Bi-Lo","28269","5","4","NC"
"2040 Randolph Rd, Ste B","kwW7HMl6w13svYS1Up26-Q","Chiropractors, Health & Medical","Charlotte",True,"35","-81","Randolph Chiropractic Health Center","28207","4","4","NC"
"129-100 West Trade Street","5Nr1rkaTmyWqBAsil5CLDg","Basque, Spanish, Tapas Bars, Wine Bars, Nightlife, Bars, Restaurants","Charlotte",False,"35","-81","Arpa","28202","18","4","NC"
"10917 Black Dog Ln","Q9HpnicMrAQ4MdgOrgYZrA","Physical Therapy, Massage Therapy, Sports Medicine, Doctors, Chiropractors, Health & Medical","Charlotte",True,"35","-81","Mountain Island Chiropractic","28214","7","5","NC"
"2000 S Blvd, Ste 101","I_oghrNwfoaIoFBFvDxCuQ","Hair Salons, Beauty & Spas, Hair Stylists","Charlotte",True,"35","-81","Loo Loo's Hairsalon","28203","25","5","NC"
"1015 Providence Rd","TnQNwhPsHPOuLd7d6G6UpA","Drugstores, Grocery, Food, Flowers & Gifts, Shopping","Charlotte",True,"35","-81","Harris Teeter","28207","29","4","NC"
"4555 S Blvd","LtNFIQDKewq80C32FYdf6Q","Self Storage, Local Services","Charlotte",True,"35","-81","Public Storage","28209","4","2","NC"
"3025 N Davidson St","YXV2chVjLhVfE6PztHMQbw","Fitness & Instruction, Local Services, Active Life, Child Care & Day Care, Yoga, Gyms","Charlotte",True,"35","-81","Johnston Memorial Branch YMCA","28205","20","4","NC"
"8617 Monroe Rd","5-4mAJZyjC7rZz_hEBT5Cg","Gymnastics, Active Life","Charlotte",True,"35","-81","Zenith Gymnastics","28212","5","5","NC"
"601 E 5th St, Ste 470","14lFMDFnyPhXnPXgS4rlvg","Food, Festivals, Arts & Entertainment, Desserts","Charlotte",True,"35","-81","Sweet Tooth Festival","28210","4","4","NC"
"9451 Albemarle Rd","HS28W19N-Czmsta99oKISA","Automotive, Auto Repair, Tires, Oil Change Stations","Charlotte",True,"35","-81","NTB - National Tire & Battery","28227","6","2","NC"
"6609 Monroe Rd Ste 110","XdhisHedvykhoCnm6eS9-A","Restaurants, Chicken Wings","Charlotte",True,"35","-81","Wingstop","28212","23","2","NC"
"210 E Trade St, Ste C-340","pexaKFFR6zFs7Zlv4lG1vg","Insurance, Banks & Credit Unions, Financial Services","Charlotte",True,"35","-81","David Stroman - State Farm Insurance Agent","28202","4","4","NC"
"2000 S Blvd, Ste 300","R1jJQi2yR44D_2ileqr8kA","Restaurants, Vegan, Live/Raw Food, Vegetarian","Charlotte",True,"35","-81","Living Kitchen","28203","417","5","NC"
"9335 N Tryon St","djfFq9WitGJLW7U8l6Ygjg","Tanning, Spray Tanning, Tanning Beds, Beauty & Spas","Charlotte",True,"35","-81","South Beach Tanning Company","28262","9","4","NC"
"8926 J M Keynes Dr","DfD-xc8788c081WiFjluTA","Tex-Mex, Restaurants, Mexican","Charlotte",True,"35","-81","Tijuana Flats","28262","74","4","NC"
"3129 The Plz","gnbUouJ5uf6UybZme7TTWg","Automotive, Windshield Installation & Repair, Auto Repair","Charlotte",True,"35","-81","King Auto Repair","28205","23","5","NC"
"8128 Providence Rd","-U0liwRSHGYBEMYVj8kFmQ","Seafood, American (New), Restaurants, Steakhouses","Charlotte",True,"35","-81","Mickey & Mooch","28277","123","3","NC"
"1225 S Church St, Ste A","mx2rLzeEtnGkWWKmwPpi4A","Medical Spas, Eyelash Service, Beauty & Spas, Health & Medical, Men's Hair Salons, Hair Extensions, Makeup Artists, Hair Salons","Charlotte",True,"35","-81","StyleBar","28203","22","5","NC"
"2229 Village Lake Dr, Ste A","qMvgWKVU5ma7_8Bw1gN2RQ","Day Spas, Hair Salons, Beauty & Spas","Charlotte",True,"35","-81","JF Salon & Spa","28212","5","5","NC"
"1933 South Blvd","kRhjWeAPs-U5RmakIKz0Pg","Irish Pub, Bars, British, Pubs, Burgers, Restaurants, Sandwiches, Irish, American (New), Nightlife","Charlotte",True,"35","-81","Tyber Creek Pub","28203","153","4","NC"
"210 E Trade St","qsv-b68E0N_TnW7DJcQpug","Food, Ice Cream & Frozen Yogurt","Charlotte",False,"35","-81","Yoforia","28202","17","3","NC"
"3400 Beatties Ford Rd","CSkyqO0v-pOH_MzOzQjckA","Local Services, Religious Organizations, Child Care & Day Care, Churches","Charlotte",True,"35","-81","Friendship Missionary Baptist Church","28216","3","5","NC"
"9090 Craver Rd","4Gri068Ll3fYkM7ZPS2u0A","Arts & Entertainment, Botanical Gardens","Charlotte",True,"35","-81","UNC Charlotte Botanical Gardens","28262","21","4","NC"
"11508 Providence Rd","Wlg9fruyWcoW3VuPuRDcpA","Food, Ice Cream & Frozen Yogurt, Custom Cakes","Charlotte",True,"35","-81","Carvel","28277","27","4","NC"
"6801 Northlake Mall Dr, Ste 222","xEzrIUyxxHbp93n7qpIDEA","Furniture Stores, Home Decor, Home & Garden, Shopping","Charlotte",True,"35","-81","Pottery Barn","28216","5","4","NC"
"222 S Church St","sXCquNdRuCF7vrHwXXdFHw","Food, Coffee & Tea","Charlotte",True,"35","-81","Not Just Coffee- Packard Place","28202","75","5","NC"
"4510 Billy Graham Pkwy","IGkgcygg4nYYg2-jE5hnSw","Fast Food, Burgers, Restaurants","Charlotte",True,"35","-81","Wendy's","28202","8","2","NC"
"2935 Providence Rd","FBSWwaE6gR7KAOyG1QhakQ","Butcher, Nightlife, Food, American (New), Restaurants, Bars, Cocktail Bars","Charlotte",False,"35","-81","Block & Grinder","28211","223","4","NC"
"7715 Pineville Matthews Rd","N9jmzeBT-6vQxbpC9yl8Aw","Restaurants, American (New)","Charlotte",False,"35","-81","Fifty 1","28277","14","3","NC"
"3716 W Wt Harris Blvd","67FzueRMlcTQV3Nuep2qPw","Restaurants, Chinese","Charlotte",True,"35","-81","Lotus Chinese Cuisine","28269","21","3","NC"
"2712 W Mallard Creek Chruch Rd, Ste 410","IO1INZ-0evy9pg4cORajJA","Beauty & Spas, Nail Salons","Charlotte",True,"35","-81","My Bella Nail Spa","28262","24","3","NC"
"7926 Rea Rd","XlOtdDY_7VNieWYyMyic7Q","Food, Salad, Sandwiches, Burgers, Fast Food, Juice Bars & Smoothies, Restaurants, American (Traditional)","Charlotte",True,"35","-81","B.GOOD","28277","48","3","NC"
"10220 Couloak Dr","thr3T1m-xd2RJoiH6hwAYg","Acupuncture, Health & Medical, Medical Centers, Nutritionists, Chiropractors","Charlotte",True,"35","-81","Omni Wellness Center","28216","6","4","NC"
"129 N Poplar St","F_e9kCeZQ2_me1LG_AAe6g","Tattoo, Beauty & Spas","Charlotte",True,"35","-81","Made To Last Tattoo","28202","26","5","NC"
"10731 Park Rd","msh5VN7vzvK27vKj-Q5TbA","Tires, Auto Parts & Supplies, Automotive, Auto Repair, Oil Change Stations","Charlotte",True,"35","-81","Firestone Complete Auto Care","28210","17","4","NC"
"440 E McCollough Dr","0LPVkxZ-Ab9Jx6_ytA-Yew","Sandwiches, Coffee & Tea, Restaurants, Bubble Tea, Desserts, Cafes, Food","Charlotte",True,"35","-81","Tea Fusion Cafe","28262","173","5","NC"
"2305 Westinghouse Blvd, Ste A","9BBWtaSvsootDkKTVBgv_A","Chinese, Restaurants, Buffets, Asian Fusion, Japanese","Charlotte",True,"35","-81","Jasmine Buffet","28273","108","3","NC"
"10009 Park Cedar Dr, Ste 200","rITfn--tcngFvuzpNwgilg","Doctors, Dentists, Cosmetic Dentists, Health & Medical, General Dentistry","Charlotte",True,"35","-81","Park Crossing Dentistry","28210","19","5","NC"
"9825 University City Blvd","Ax_EnGE0r0OdLl30fndKqQ","Apartments, University Housing, Real Estate, Home Services","Charlotte",True,"35","-81","Boulevard 98","28213","5","1","NC"
"16618 Riverstone Way","h1S9CQd5p6YuuCJKKdFiTA","Health & Medical, Shopping, Eyewear & Opticians, Optometrists","Charlotte",True,"35","-81","Blink Eyecare and Eyewear","28277","9","4","NC"
"237 S Tryon St","G_X8J3i84pnVC5kGPEUoNg","Printing Services, Local Services, Signmaking, Shipping Centers, Professional Services","Charlotte",True,"35","-81","FedEx Office Print & Ship Center","28202","16","4","NC"
"10404 Granite St, Ste A","BHr8eSF6-I5y0tcs4lg8WA","Home Organization, Movers, Local Services, Self Storage, Home Services","Charlotte",True,"35","-81","Zippy Shell of Charlotte","28273","3","3","NC"
"5501 Josh Birmingham Pkwy","KHB-F1nZO7ScvjuaCM_g1w","Food, Convenience Stores","Charlotte",True,"35","-81","Charlotte News","28208","3","3","NC"
"2823 W Sugar Creek Rd","dlNvGczOrYuaH-LWxaSaTw","American (Traditional), Restaurants, Chicken Wings","Charlotte",False,"35","-81","Anthonys Restaurant of Charlotte","28262","7","4","NC"
"2600 Yorkmont Rd","nuhx24_a0iySSpAfQe2DAg","Event Planning & Services, Hotels, Hotels & Travel","Charlotte",True,"35","-81","DoubleTree By Hilton Hotel Charlotte Airport","28208","60","3","NC"
"431 N Wendover Rd","cF6riu75lFaHzKG4fK437w","Doctors, Health & Medical, Obstetricians & Gynecologists","Charlotte",True,"35","-81","Laurel OBGYN Associates - Charlotte","28211","8","3","NC"
NULL,"EF74N-cH_vAA7wSB_FlXYQ","Security Systems, Home Services, Keys & Locksmiths","Charlotte",True,"35","-81","ACR Master Locksmith","28226","9","5","NC"
"8125 Ardrey Kell Rd","CJumN-ajlQFYGZJvMwaeTA","Orthodontists, Health & Medical, Dentists","Charlotte",True,"35","-81","Quimby & Collins Orthodontics","28277","5","4","NC"
"3052 Eastway Dr","3kqd2C8oQ88r8HA2fcP-GQ","Home & Garden, Shopping, Home Services, Home Cleaning","Charlotte",True,"35","-81","A1 Janitorial Supply & Vacuum Shop","28205","4","5","NC"
"335 Westinghouse Blvd","108H_8aEgOH5uz_C9hBgUQ","Restaurants, Fast Food","Charlotte",True,"35","-81","Jack In the Box","28273","6","3","NC"
"1341 E Morehead St, Ste 101","xQ2dj21s4S9QYs5K70UEQQ","Massage Therapy, Chiropractors, Health & Medical","Charlotte",True,"35","-81","Charlotte Chiropractic Center","28204","14","5","NC"
"1300 Tarrington Ave","MO8qJO4n9-s8fntbV8DXJw","Parks, Active Life","Charlotte",True,"35","-81","Evergreen Nature Preserve","28205","3","5","NC"
"5501 Josh Birmingham Pkwy","5V9i2FuhQ3o8ynYwbubmQg","Sports Bars, American (New), Bars, Nightlife, Restaurants","Charlotte",True,"35","-81","Uptown Bar &  Lounge","28208","68","3","NC"
"415 South Mint St, Ste D","x5hieVj5VhyFIqpUv3M92A","Active Life, Health & Medical, Interval Training Gyms, Sports Clubs, Fitness & Instruction, Gyms","Charlotte",True,"35","-81","Reebok CrossFit Charlotte Uptown","28202","5","5","NC"
"9605 N Tryon St","ikf2NwCUMABjetNLe_XSCw","Barbers, Beauty & Spas","Charlotte",True,"35","-81","Kut Masters","28262","5","5","NC"
"3904 Providence Rd","g4Tsa294D3LdJUOd59uucw","Home Services, Apartments, Real Estate","Charlotte",True,"35","-81","Camden Pinehurst","28211","5","3","NC"
"8006 Cambridge Commons Dr","QX1OK1-qljE7g-X9gNta_Q","American (New), Bars, Restaurants, Wine Bars, Nightlife","Charlotte",False,"35","-81","Pennyard Bistro & Winery","28215","3","5","NC"
"7221 Waverly Walk Ave","9txQt2N_Pb6MhUplnh9iMQ","Organic Stores, Health Markets, Grocery, Cheese Shops, Seafood Markets, Specialty Food, Food","Charlotte",True,"35","-81","Whole Foods Market","28277","34","4","NC"
NULL,"rpK6XXAfFZIVb2amLgjDDg","Real Estate Services, Real Estate, Home Services, Real Estate Agents","Charlotte",True,"35","-81","Carolina Buyer's Agent","28203","3","5","NC"
"4601 N Tryon St","Yg_erZ2xWHT1k0HW8FWzLg","Chicken Wings, Fast Food, Restaurants, Chicken Shop","Charlotte",True,"35","-81","KFC","28213","7","1","NC"
"1512 Central Ave","4vJHaYyx7If9eRsG2cAyng","Home & Garden, Local Services, Watches, Watch Repair, Home Decor, Shopping","Charlotte",True,"35","-81","Hall Clock Shop","28205","3","2","NC"
"5863 Albemarle Rd","J1lrdJd4YYI0gPSU4FoVyA","Eyebrow Services, Beauty & Spas, Nail Salons, Eyelash Service","Charlotte",True,"35","-81","LA Nails","28212","6","3","NC"
"12235 Stone Arbor Way","Sa1H5Gr6jg-NdpUn1vm03g","Apartments, Home Services, Property Management, Real Estate","Charlotte",True,"35","-81","Arbor Steele Creek","28273","7","3","NC"
"9218 S Blvd","6zJvMj0AnR2I_pykWkt3sA","Car Dealers, Automotive","Charlotte",True,"35","-81","Hertz Car Sales- Charlotte","28273","4","5","NC"
"1424 Berryhill Rd","grylyRucwX-XQAykqDRIJw","Automotive, Car Dealers, Car Buyers","Charlotte",True,"35","-81","iNetwork Auto Group","28208","5","4","NC"
"9800 Newell Hickory Grove Rd","F8gPyC2QHe6ew9WvTIY-4A","Auto Repair, Automotive","Charlotte",True,"35","-81","Interstate Motor & Auto Service","28213","3","4","NC"
"5330 Wilkinson Blvd","zPSPUa9cgl68ydGNZt6gYQ","Car Rental, Hotels & Travel","Charlotte",True,"35","-81","Thrifty Car Rental","28208","10","3","NC"
"721 N Tryon St","m3MYDr99opvKjTn6RUyy1w","Art Galleries, Arts & Entertainment, Shopping","Charlotte",True,"35","-81","McColl Center for Art + Innovation","28202","7","5","NC"
"2500 E Independence Blvd","HtWANQCbAWEbKwehqQZUoA","Event Planning & Services, Venues & Event Spaces","Charlotte",True,"35","-81","The Park Expo & Conference Center","28205","15","4","NC"
"South Park Mall, 4400 Sharon Blvd","t3VwifaVoozfeCFI6GqTlA","Desserts, Food, Bakeries","Charlotte",False,"35","-81","Jewell Treats","28213","11","5","NC"
"512 N Tryon St","n-60saMwDrwBuQ8P7ByXJg","Cafes, Restaurants, Coffee & Tea, Diners, Food","Charlotte",False,"35","-81","Tic Toc Diner & Catering","28202","12","5","NC"
"8420 University City Blvd","h7uxML49NQ_Wj-7zk0DSqg","Breakfast & Brunch, Restaurants, American (Traditional), Southern, Burgers","Charlotte",True,"35","-81","O'Charley's Restaurant & Bar","28213","65","3","NC"
"7510 Pineville-Matthews Rd, Ste 9A","w1oswWc8vBt1d6dVrewMkw","Education, Cultural Center, Arts & Entertainment, Art Classes, Art Galleries, Shopping","Charlotte",True,"35","-81","Charlotte Fine Art","28226","3","4","NC"
"10710 Providence Rd","fYTfTGqseS7rJk9AMt2zvw","Restaurants, Tex-Mex, Mexican","Charlotte",True,"35","-81","On The Border Mexican Grill & Cantina","28277","103","3","NC"
"506 W Summit Ave","4vxpq3gE4p710Wxh82traQ","Home Services, Contractors, Roofing, Gutter Services","Charlotte",True,"35","-81","H & S Roofing & Gutter Company","28203","5","4","NC"
"308 S Sharon Amity Rd","Hsy7cPae2su8o0sLRnFyFw","Shopping, Beauty & Spas, Cosmetics & Beauty Supply","Charlotte",True,"35","-81","Bath & Body Works","28211","3","3","NC"
"300 S Sharon Amity Rd","ztXQPy-Yo1BIN9wb1PCo0g","Gift Shops, Flowers & Gifts, Shopping","Charlotte",False,"35","-81","Ten Thousand Villages","28211","5","5","NC"
"10901 University City Blvd, Ste 108","AywgAJw1zlYVTHhP7fdW-g","Beauty & Spas, Hair Removal, Nail Salons","Charlotte",True,"35","-81","D Nail Salon & Spa","28213","3","3","NC"
"9020 Albemarle Rd, Ste D","hf2oiNqYYWoF2-iNYSnOMg","Chinese, Restaurants","Charlotte",True,"35","-81","China Fun","28227","37","4","NC"
"1721 Kenilworth Ave","zlZ43emrXIOlrffon6irRw","Gift Shops, Women's Clothing, Flowers & Gifts, Arts & Crafts, Framing, Jewelry, Fashion, Shopping","Charlotte",True,"35","-81","Handpicked - Dilworth","28203","17","4","NC"
"8334 Pineville-Matthews Rd","zgtgMlvFk5Ilrs1yj78tdA","Restaurants, Sandwiches, Pizza, Italian","Charlotte",True,"35","-81","Hungry Howie's Pizza","28226","17","3","NC"
"4113-A Monroe Rd","qmd7qiygopG67rxb_3190A","Restaurants, Pizza","Charlotte",False,"35","-81","Napoli Pizza & Pasta","28205","3","5","NC"
"300 N College St","MueNYyY1oXOFucJFszbKLA","Dance Clubs, Bars, Nightlife","Charlotte",False,"35","-81","The Forum","28202","5","3","NC"
"2839 Selwyn Ave, Ste X","QCUjHPu7OF_bqfjnehlQaQ","Food, Nightlife, Mediterranean, Wine Bars, American (New), Desserts, Breakfast & Brunch, Bars, Restaurants","Charlotte",False,"35","-81","Nolen Kitchen","28209","178","4","NC"
"6401 Morrison Blvd, Ste 8A","d8lmIZIqmBC9oPM8y1dc7Q","Tex-Mex, Restaurants, Bars, Mexican, Tacos, Nightlife","Charlotte",True,"35","-81","Paco's Tacos & Tequila","28211","611","4","NC"
"13000 S Tryon St, Ste F","dt6FJQizE7Aj0tomscUG0Q","Notaries, Local Services, Mailbox Centers, Professional Services, Printing Services, Shipping Centers","Charlotte",True,"35","-81","The UPS Store","28278","3","4","NC"
"3421 Wilkinson Blvd","VRUtFKBw21UqtJpXUXSp_A","Burgers, Hot Dogs, Restaurants, Fast Food","Charlotte",True,"35","-81","Burger King","28208","7","2","NC"
NULL,"pmp0GowinCJeVMOnxNuZTQ","Local Services, Septic Services, Water Heater Installation/Repair, Water Purification Services, Professional Services, Plumbing, Home Services","Charlotte",True,"35","-81","Julian's Plumbing","28209","89","5","NC"
"1215 Central Ave","66SFULzEtzpEB0Cefy5TJg","Active Life, Fitness & Instruction, Gyms","Charlotte",False,"35","-81","Beardown Fitness","28205","3","5","NC"
"5349 Ballantyne Commons Pkwy","3tZDHQnqe9X6LVNadqFq1Q","Sandwiches, Burgers, American (Traditional), Restaurants","Charlotte",False,"35","-81","American Burger","28277","11","3","NC"
"415 Hawthorne Ln","ohjBWS_-x0Db1FeYluJuIw","American (Traditional), Food, Restaurants, Ice Cream & Frozen Yogurt","Charlotte",False,"35","-81","Snoop's Grill","28204","15","4","NC"
"3720 N Tryon St","SbO9aXVD7Md8xDSLTSRLvQ","Barbers, Beauty & Spas","Charlotte",True,"35","-81","Da Lucky Spot Barber Shop","28206","6","3","NC"
"11212 Providence Rd W","RMzjD_LpED02tGGafX0RBw","American (Traditional), Caterers, Barbeque, Event Planning & Services, Restaurants","Charlotte",True,"35","-81","City Barbeque","28277","144","4","NC"
"4400 Sharon Rd","kx9ncrovqxZrRXEKrR06QA","Cosmetics & Beauty Supply, Beauty & Spas, Shopping","Charlotte",True,"35","-81","Lush","28210","21","4","NC"
"200 West Woodlawn Rd, Ste E","xKTQ41PD9KlylMGnIWT5lg","Fashion, Shopping, Personal Shopping, Adult, Lingerie","Charlotte",True,"35","-81","The Reddoor","28217","3","5","NC"
"2904 Yorkmont Rd, Ste C","KbhrsTQEea2RF_94YWnBdQ","Mexican, Restaurants","Charlotte",True,"35","-81","Anita's Mexican Grill","28208","99","5","NC"
"8425 Old Statesville Rd, Ste 8","ZzibpiWrfL3VswbKUrqOOg","Home Services, Gutter Services, Roofing, Windows Installation","Charlotte",True,"35","-81","Evergreen Construction Solutions","28269","4","5","NC"
"2701 Coltsgate Rd, Ste 104","T1Xo1X1gStL-1cTgJUVmNw","Health & Medical, Dentists, Oral Surgeons","Charlotte",True,"35","-81","Southpark Oral Surgery","28211","33","5","NC"
"6411 Freedom Dr","Rmj0NYF_Id_2rZzocx-Vyw","Pizza, Restaurants","Charlotte",True,"35","-81","Papa John's Pizza","28214","22","2","NC"
"2142 Rocky River Rd","OvbbnbPGFOQUEuwbKyQATA","Automotive, Auto Parts & Supplies","Charlotte",True,"35","-81","Advance Auto Parts","28213","3","3","NC"
"4600 Brookshire Blvd","-y1NyDkEDIDr5VsukVOq1A","Auto Parts & Supplies, Tires, Auto Repair, Wheel & Rim Repair, Automotive","Charlotte",True,"35","-81","Griffin Tire & Auto Your Neighborhood Tire Pros","28216","5","5","NC"
"14815 Ballantyne Village Way, Ste 240 Loft 17, Salon Lofts Ballantyne","xUzKv4_FLFScS1nXVnkmbg","Massage Therapy, Beauty & Spas, Skin Care, Health & Medical, Massage, Reflexology","Charlotte",True,"35","-81","Restorative Massage & Skincare","28277","5","5","NC"
"1428 East 4th St","rF5PLlOXehPg-Dy3FiJl8A","Sandwiches, Pizza, Chicken Wings, Fast Food, Restaurants","Charlotte",True,"35","-81","Domino's","28227","10","2","NC"
"3201 Windshire Ln","_K2Hdn6fVcLD_3rGOl168A","Home Services, Real Estate, Apartments","Charlotte",True,"35","-81","Gramercy Square at Ayrsley","28273","3","4","NC"
"7201 Albemarle Rd","TkXmhC7ZDA5H2tebIXH2_Q","Buffets, Restaurants, Chinese","Charlotte",True,"35","-81","Ichiban Buffet","28227","24","3","NC"
"8524 University City Blvd","HMaQIqwE9TUGzpXDg3f_zQ","Health & Medical, Chiropractors","Charlotte",True,"35","-81","Joe McLaughlin D.C.","28227","3","3","NC"
"4151A Park Rd","ZCsvwa_dsqNB8d8tYHPdjw","Restaurants, Pubs, Bars, Fish & Chips, Nightlife","Charlotte",True,"35","-81","Sir Edmond Halley's","28209","156","4","NC"
"6400-D South Blvd","ayfddT7N1YIxqsR0qreOqQ","Beauty & Spas, Hair Salons, Barbers","Charlotte",True,"35","-81","Pablo's Barbershop & Salon","28217","12","5","NC"
NULL,"5a3iXecmLFMS3PRjC-S21Q","Home Services, Garage Door Services","Charlotte",True,"35","-81","Neighborhood Garage Door Services","28202","36","4","NC"
"5238 South Blvd","cchk8bfNwCKOP4e8ZnYr3Q","Automotive, Auto Repair, Oil Change Stations, Tires","Charlotte",True,"35","-81","Meineke Car Care Center","28217","9","5","NC"
"3700 E Independence Blvd","mnHLedeUkxADLag3tMwp8g","Beauty & Spas, Nail Salons","Charlotte",False,"35","-81","Nicole's Nails","28205","3","5","NC"
"100 N Tryon St","nLmgrCtMOkenVoJm2n8O4g","Restaurants, Food, Coffee & Tea","Charlotte",True,"35","-81","Caribou Coffee","28202","25","5","NC"
